english,rohingya,word_type,category
trade,bebár,n.,general
trader,códor,n.,general
trader,taajer,n.,general
trading,códori,n.,general
tradition,rosóm,n.,general
tradition,súnnot,n.,general
tradition,furana torika,n.,general
tradition,rewayot,n.,general
tradition,rúraa,n.,general
traditional,rosómi,adj.,general
traditional,bafdadadinna,adj.,general
traditional,furana zobanar,adj.,general
traditional,agortorika loi,adj.,general
traditional,agordinna,adj.,general
traditional,furan torikar,adj.,general
traditional,nokólir,adj.,general
traditional,furanazobanar,adj.,general
traditional,rúraar,adj.,general
tragedy,sótma,n.,general
tragedy,hádesa,n.,general
tragedy,dukkór góthana,n.,general
tragedy,mosibot,n.,general
tragic,precani,adj.,general
tragic,dukkóti,adj.,general
tragic,hoilza báñgizade,adj.,general
trail,lesá,n.,general
trail,asór,n.,general
trail,nicána,n.,general
trail,thréila,n.,general
train,rel,n.,general
train,threin,n.,general
train,torbiyot de,v.,general
train,thréin gor,v.,general
trained,threnín diyé,v.,general
trained,torbiyot diyé,v.,general
trained,threnín diya,v.,general
trained,torbiyot diya,v.,general
training,torbiyot,n.,general
training,threinín,n.,general
trajectory,trejekthori,n.,general
trajectory,fakkái forede rasta,n.,general
trajectory,gúaiñ foredé rasta,n.,general
tranche,ek híssa,n.,general
tranche,boraat,n.,general
tranquilizer,behúñc goréde dabai,n.,general
transaction,leendén,n.,general
transaction,lowadúwa,n.,general
transcript,leikká,unknown,general
transcript,leikká rekódh,n.,general
transfer,fargará,v.,general
transfer,lariféla,v.,general
transfer,háwala gor,v.,general
transfer,lare,v.,general
transfer,foóñsá,v.,general
transfer,loiza,v.,general
transfer,bodole,v.,general
transferee,farí,n.,general
transferred,fargaráiye,v.,general
transferred,bodoillé,v.,general
transfield,bodolede zaga,n.,general
transgressor,hótdhiyoñya,n.,general
transition,bodola,n.,general
transition,tobdili,n.,general
transition,bodoliloiza,n.,general
transition,fargará,n.,general
translate,torjumagor,v.,general
translated,torjuma goijjé,v.,general
translated,torjuma gorágiye,v.,general
translation,torjuma,n.,general
translation,torjuma goróon,n.,general
translation,maáni báñgoon,n.,general
translation,maáni báñgga,n.,general
transport,aázar bebastá,n.,general
transport,loiza aná,n.,general
transport,sola fíra,n.,general
transport,garí gúra,n.,general
transportation,aá zaa,n.,general
transportation,tulífoóñsóon,n.,general
transportation,tulífoóñsáde,adj.,general
transported,foóñsáiye,v.,general
transported,mal foóñsáiye,v.,general
trap,fán,n.,general
trap,záañ,n.,general
trap,zal,n.,general
trapped,holot baijjé,v.,general
trash,hoñsrar dhabba,n.,general
trash,dhasbin,n.,general
trauma,sótma,n.,general
trauma,tokolif,n.,general
trauma,dil or tokolif,n.,general
traumatic,sótma óla,adj.,general
traumatic,tokolif ola,adj.,general
traumatic,dil or tokolif ola,adj.,general
travel,sofórza,v.,general
travel,sofór,n.,general
travel allowance,rastar hóssa,n.,general
traversed,uzu faráiyé,v.,general
traversed,fáçi faráiye,v.,general
tray,tál,n.,general
treat,bebáar,n.,general
treat,hotábula,n.,general
treat,dbaigor,v.,general
treat,sákbak,n.,general
treat,taalukat,n.,general
treat,sákbakgor,v.,general
treat,taalukgor,v.,general
treatable,gomgorí farede,adj.,general
treatable,thíkgorí farede,adj.,general
treated,bebaár gorágiye,adj.,general
treating,bebáar gorér,v.,general
treating,sólluk goré,v.,general
treating,elaj gorér,v.,general
treating,dabai gorér,v.,general
treating,leenden gorér,v.,general
treatment,elaj,n.,general
treatment,elaj gorá,n.,general
treatment,dabai gorá,n.,general
treatment,elac,n.,general
treatment,dabai goróon,n.,general
treatment,elajgoróon,n.,general
tree,gas,n.,general
triage,elaji tortib,n.,general
triage,elaji tortib de,v.,general
triaged,elaji tortib diyé,v.,general
triangle,tinkuinna,n.,general
tribe,kobila,n.,general
tribe,jomáat,n.,general
tribe,gurúp,n.,general
tribe,háandan,n.,general
trick,sail,n.,general
trick,cal,n.,general
trick,chail,n.,general
trick,thrík,n.,general
trick,dúka,n.,general
trick,férokbazi,n.,general
trick,torika,n.,general
tried,kucíc goijjé,v.,general
trigger,cúru,n.,general
trigger,cúru goré,v.,general
trigger,thrígar,v.,general
trigger,thrígar gor acanok óiye,v.,general
triggered,cúru goijjé,v.,general
triggered,thrígar goijjé,v.,general
trillion,ek million million,n.,general
trim,cáço,v.,general
trimmed,caçídiyé,v.,general
trip,sofór,n.,general
trip,bera,n.,general
trip,beroon,n.,general
trip,hol hái foroon,n.,general
troop,fóus,n.,general
troop,fóuji,n.,general
troop,thrúp,n.,general
troop,fóujir thal,n.,general
trophy,thropi,n.,general
trophy,enma,n.,general
trophy,bokcíc,n.,general
trophy,gonimot,n.,general
tropical,gormi,adj.,general
tropical,gorom or,adj.,general
trotter (pork),cúor or théng,n.,general
trouble,mockil,n.,general
trouble,mosibot,n.,general
trouble,bola,n.,general
trouble,afot,n.,general
trouble,tokolif,n.,general
trouble,frecani,n.,general
trouser,lamba feén,n.,general
truck,trak garí,n.,general
truck,terak,n.,general
true,sóiyi,adj.,general
true,sóhi,adj.,general
true,cóicca,adj.,general
true,hákikot,adj.,general
true,hákiki,adj.,general
trunk,siañra garí,n.,general
trust,biccáci,n.,general
trust,bórusa,n.,general
trust,tuwalkol,n.,general
trust,etebar,n.,general
trust,ummit,n.,general
trust,etekat,n.,general
trust,etemat,n.,general
trust,mosúliya,n.,general
trust,amanotdar,n.,general
trusted,biccác gorázade,adj.,general
trusted,bóurusa gorázade,v.,general
trustee,amanot dar,n.,general
trustworthy,amanot ola,adj.,general
truth,háñsa,n.,general
truth,cóitto,n.,general
truth,hók,n.,general
truth,sóc,n.,general
truth,cóiccayi,n.,general
truth,hákikot,n.,general
truth,ammengtará,n. Burmese.,general
truth,tsammatará,n. Burmese.,general
truthful,háñsa,n.,general
truthful,cóicca,adj.,general
truthful,cóitto,adj.,general
truthful,sáadek,adj.,general
truthfully,cóiccagorí,adv.,general
try,kucícgor,v.,general
try,cectagor,v.,general
try,kucíc,n.,general
try,cecta,n.,general
trying,kucícgorír,v.,general
trying,cectagorír,v.,general
tub,gaála,n.,general
tub,gaadúoni,n.,general
tube,nol,n.,general
tube,suañ,n.,general
tube,thyúb,n.,general
tube,gul guilla lamba,n.,general
tumultuously,uzara uzori gorí,adv.,general
tumultuously,úñcoddó gorí,adv.,general
tumultuously,thumulthuas gorí,adv.,general
tunnel,budda,n.,general
tunnel,cúrum,n.,general
turban,fouri,n.,general
turmoil,thoolmol,n.,general
turn,fíre,v.,general
turn,fíri aiye,v.,general
turn,uldha aiyé,v.,general
turn,fírai ané,v.,general
turn,uldha ané,v.,general
turn,waapes ané,v.,general
turn,waapes aiyé,v.,general
turn away,fithdo,v.,general
turn away,fírizo,v.,general
turned,fírzye,v.,general
turned,fíri aiccé,v.,general
turned,uldha aiccé,v.,general
turned,fíri ainné,v.,general
turned,uldha ainné,v.,general
turned,waapes ainné,v.,general
turned,waapes aiccé,v.,general
turtle,hossób,n.,general
tutorial,sóbok,n.,general
tutoring,tucin dahóon,n.,general
twelve,baró,n.,general
twenty,kuri,n.,general
twenty-eight,ekkuri-añctho,n.,general
twenty-eight,añçáic,n.,general
twenty-five,ekkuri-fañs,n.,general
twenty-five,foñcóic,n.,general
twenty-four,ekkuri-sair,n.,general
twenty-four,cóbbic,n.,general
twenty-nine,ekkuri-no,n.,general
twenty-nine,untiríc,n.,general
twenty-one,ekkuri-ek,n.,general
twenty-one,egóic,n.,general
twenty-seven,ekkuri-háñt,n.,general
twenty-seven,háñtaic,n.,general
twenty-six,ekkuri-só,n.,general
twenty-six,cábbic,n.,general
twenty-three,ekkuri-tin,n.,general
twenty-three,teic,n.,general
twenty-two,ekkuri-dui,n.,general
twenty-two,baic,n.,general
twice,dui motta,adv.,general
twice,dui bar,adv.,general
twilight,duifoór,n.,general
twilight,fózor ór woktó,n.,general
twilight,mogrib ór woktó,n.,general
twist,musor,v.,general
twist,fakkára,v.,general
twist,gúañ,v.,general
twisted,mosoijja,adj.,general
twisted,behañsúra,adj.,general
two,dui,n.,general
two,duiyán,n.,general
type,kisím,n.,general
type,kompyutar ot lekóon,n.,general
ugly,nakosúr,adj.,general
ugly,fédará,adj.,general
ugly,nacúndor,adj.,general
ugly,nakosúri,adj.,general
ugly,nacúndori,adj.,general
ugly,cúndorsára,adj.,general
ultimately,ahérittu,adv.,general
ultrasound,bicí siyon abas,n.,general
ultrasound scan,bicí siyon abas loi gaa cekgorá,n.,general
umbilicus,nagí,n.,general
umbilicus,nar or zaga,n.,general
umbrella,sáti,n.,general
umbrella,sáiya,n.,general
umma,ummot,n.,general
unable,nofaré,adj.,general
unaccompanied,fúañijja sára,adj.,general
unaccompanied,sáñti sára,adj.,general
unaccompanied,ehála,adj.,general
unaccompanied,ekála,adj.,general
unauthorised,ejazot sára,adj.,general
unauthorised,ejazot diya noó zadé,adj.,general
unbelievable,biccácgorá nozadé,adj.,general
uncategorized,kisímgoijjá sára,adj.,general
uncategorized,gair kisími,adj.,general
uncertain,gair ekini,adj.,general
uncertain,ekin sára,adj.,general
uncertain,cók óla,adj.,general
uncertainty,gair ekin,n.,general
uncertainty,cók,n.,general
unchecked,acek goijjá,adj.,general
unchecked,cek agoijjá,adj.,general
uncle,mamu,n.,general
uncle,mou,n.,general
uncle,sañsa,n.,general
uncle,jeçá,n.,general
uncle,hakku,n.,general
uncle,fúur zamai,n.,general
uncle,hálar zamai,n.,general
uncovered,aguijjá,adj.,general
uncovered,azáfaiya,adj.,general
uncovered,lendha,adj.,general
uncovered,beforoda,adj.,general
uncovered,nangá,adj.,general
uncovered,langá,adj.,general
uncovered,lendha fuñda,adj.,general
under,nise,adj.,general
under,tole,adj.,general
under,andhár,adj.,general
under,maatahátot,adj.,general
under supervision,negaranir andhár ot,phrase.,general
underarm,hair boñl or tolor keñc,n.,general
underline,niselain,n.,general
underlined,niselain maijjá,n.,general
underlying,fakkáraiya,adj.,general
underlying,luwaiya,adj.,general
underlying,lukaiya,adj.,general
underlying,sáf noóde,adj.,general
underlying,waazé noóde,adj.,general
underlying,nise aséde,adj.,general
underlying,asási,adj.,general
undermining,nuksan foóñso,v.,general
underpinning,fisóttu modot gorér,v.,general
underpinning,físóttu hémayot gorér,v.,general
underscore,nisottu laindo,n.,general
underscore,foórgori dahó,n.,general
understand,buz,v.,general
understand,buzí,v.,general
understand,buzó,v.,general
understand,buzé,v.,general
understand,buzá,n.,general
understand,buzábuzi,n.,general
understandable,buzá zade,adj.,general
understandable,buzí faredé,adj.,general
understandably,akolbondir sáñte,adv.,general
understandably,akolmondir sáñte,adv.,general
understanding,buzá,n.,general
understanding,buzóon,n.,general
understanding,buzábuzi,n.,general
understood,buzé,v.,general
undertake,zimma lo,v.,general
undertake,ekarar goré,v.,general
undertake,razi ó,v.,general
undertake,zimma loi,v.,general
undertaken,zimma luwa giye,v.,general
undertaken,ekarar gorá giye,v.,general
undertaken,razi óiye,v.,general
undertaken,zimma loya,v.,general
undertaken,kobul goijjá,v.,general
undertaking,zimma lor,adj.,general
undertaking,ekarar gorér,adj.,general
undertaking,razi ór,adj.,general
undertook,zimma loiyé,v.,general
undertook,ekarar goijjé,v.,general
undertook,razi óiye,v.,general
underway,soler,adj.,general
underwear,gonzi,n.,general
underwear,cathdhí,n.,general
underwear,cácfenthar,n.,general
underweight,hom uzón,adj.,general
underweight,hombór,adj.,general
undo,waapesgoró,v.,general
undone,agoijjá,adj.,general
undoubtedly,cók nogorí,adv.,general
undoubtedly,bela cubá,adv.,general
unemployed,hamsára,adj.,general
unequivocal,sáfsáf,adj.,general
unequivocal,ódode,adj.,general
unequivocal,borabor,adj.,general
unequivocal,borabor-ódode,adj.,general
unexpected,atíkka,adj.,general
unexpected,acanok,adj.,general
unfair,beinsáfi,adj.,general
unfair,nainsáfi,adj.,general
unfair,zulúm,adj.,general
unfit,fíth noóde,v.,general
unfolded,aboiththa,v.,general
unfolded,kúilla aiccílde,v.,general
unfolded,boiyan goijjá,v.,general
unfolded,maáijjattu neeilla,v.,general
unfolding,loot faazar,v.,general
unfolding,neeli aiyér,v.,general
unfolding,kúli aiyer,v.,general
unfolding,kúler,v.,general
unforeseeable,hoói nofaréde,adj.,general
unforeseeable,foóila loti dahá nozar dé,adj.,general
unforeseeable,kessú hoói nofaréde,adj.,general
unfortunate,bodkismoti,adj.,general
unfortunately,bodkismotor sáñte,adv.,general
unfortunately,bodkismot gorí,adv.,general
ungrateful,nacúkuria,adv.,general
ungrateful,nomok háram,adv.,general
unhappiness,frecani,n.,general
unhealthy,nasehéti,adj.,general
unhealthy,gairsehéti,adj.,general
unicode,yunikúdh,n.,general
unidentifiable,sinno nofadé,adj.,general
unidentifiable,ót gorí nofaréde,adj.,general
unidentified,asínna,adj.,general
uniform,yunifórm,n.,general
uniform,wordi,n.,general
uniform,ekdhoilla zura,n.,general
uniformed,yunifórm findá,adj.,general
unilateral,ekdháikka,adj.,general
unilateral,eksáiththa,adj.,general
unilateral,ekmikká,adj.,general
uninstall,neelai félo,v.,general
uninstalled,neelai félaiye,v.,general
union,jomúuri,n.,general
union,ettehád,n.,general
unique,ekí,adj.,general
unique,ekí kisím ór,adj.,general
unit,yuníth,n.,general
unit,eka,n.,general
unite,ek ó,v.,general
unite,ektro ó,v.,general
unite,ek juth ó,v.,general
unite,ekkaththá ó,v.,general
unite,juço,v.,general
unite,wahéd ó,v.,general
unite,ettefák ó,v.,general
unite,ekjuth goró,v.,general
united,ekkaththa,adj.,general
united,ekjuça,adj.,general
universe,jáhan,n.,general
universe,kaayenat,n.,general
university,yunivarsiti,n.,general
university,jaamía,n.,general
unjust,zulúm,n.,general
unjust,nainsáfi,n.,general
unjust,insáf sára,adj.,general
unjust,nainsáf,n.,general
unknown,anjan,adj.,general
unknown,ousin,ad.,general
unlawful,gair kaanuni,adj.,general
unless,no..lé,conj.,general
unless,zetúkkun foijjonto,conj.,general
unlike,dhoilla noó,adj.,general
unlike,uldha,adj.,general
unlike,muktalíf,adj.,general
unlike,namumkin,adj.,general
unlikely,cómbob noó,adj.,general
unlimited,hótsára,adj.,general
unlimited,felánthi,adj.,general
unlimited,ódsára,adj.,general
unmade,abanaiya,adj.,general
unmade,asaiñssá,adj.,general
unmatured,gora,adj.,general
unmodified,abodoilla,adj.,general
unnecessary,zurorot noodé,adj.,general
unnecessary,gair zoruri,adj.,general
unnecessary,fózul,adj.,general
unnecessary,bekar,adj.,general
unnecessary,gair laazim,adj.,general
unnecessary,fálthu,adj.,general
unopened,akúilla,adj.,general
unprecedented,bemesál,adj.,general
unprecedented,fúna noózadé,adj.,general
unprotected,héfazot sára,adj.,general
unprotected,bola héfazot,adj.,general
unpublish,luwairakó,v.,general
unregistered,rejísthar sára,adj.,general
unregistered,rejisthar goijjá noóde,adj.,general
unreliable,bóurusa sára,adj.,general
unreliable,etemat sára,adj.,general
unreliable,tuakkol sára,adj.,general
unreliable,biccác sára,adj.,general
unrest,hórotal,n.,general
unrest,zulon,n.,general
unrest,gorom óon,n.,general
unrest,becan,n.,general
unrest,zábdi aiyóon,n.,general
unrest,ocánti,n.,general
unsafe,héfazot sára,adj.,general
unsafe,hótor nak,adj.,general
unsafe,hótara bóraiya,adj.,general
unsalted,anuni,adj.,general
unseen,adeikká,adj.,general
unstable,ódot notákede,adj.,general
unstable,lorede,adj.,general
unstable,bodoledé,adj.,general
unstable,nakabel,adj.,general
unstable,bewofá,adj.,general
unstable,bodoli bodoli tákede,adj.,general
unsuccessful,nakaam,adj.,general
unsuccessful,nakaamiyab,adj.,general
until,foijjonto,adj.,general
until,fan foijjonto,phrase.,general
until,hátta,adj.,general
until,fán,adj.,general
until,jobtók,adj.,general
until he comes,ite aiyé fán foijjonto,phrase.,general
until now,etékkal,phrase.,general
untouched,asúiya,adj.,general
untouched,adóijja,adj.,general
untouched,oóut,adj.,general
untrained,abanaiya,adj.,general
unusual,gair maamuli,adj.,general
